Date,ticker,volume
2024-04-17,CAT,2313800
2024-04-18,CAT,2380700
2024-04-19,CAT,2929600
2024-04-22,CAT,2085400
2024-04-23,CAT,1810700
2024-04-24,CAT,3032700
2024-04-25,CAT,6459600
2024-04-26,CAT,3324600
2024-04-29,CAT,2171400
2024-04-30,CAT,4201700
2024-05-01,CAT,3520600
2024-05-02,CAT,2492000
2024-05-03,CAT,1977100
2024-05-06,CAT,1653900
2024-05-07,CAT,1965600
2024-05-08,CAT,2260300
2024-05-09,CAT,3208900
2024-05-10,CAT,2210600
2024-05-13,CAT,2051200
2024-05-14,CAT,1563400
2024-05-15,CAT,1913900
2024-05-16,CAT,2821700
2024-05-17,CAT,2104300
2024-05-20,CAT,2247900
2024-05-21,CAT,1841100
2024-05-22,CAT,2104200
2024-05-23,CAT,2749200
2024-05-24,CAT,2635200
2024-05-28,CAT,2264900
2024-05-29,CAT,3040000
2024-05-30,CAT,2745800
2024-05-31,CAT,8319400
2024-06-03,CAT,3878600
2024-06-04,CAT,3706600
2024-06-05,CAT,2616300
2024-06-06,CAT,2452100
2024-06-07,CAT,2499100
2024-06-10,CAT,2640500
2024-06-11,CAT,3247000
2024-06-12,CAT,4817300
2024-06-13,CAT,3183900
2024-06-14,CAT,4195300
2024-06-17,CAT,3198900
2024-06-18,CAT,3275300
2024-06-20,CAT,4463300
2024-06-21,CAT,8265100
2024-06-24,CAT,2447300
2024-06-25,CAT,2990400
2024-06-26,CAT,2198600
2024-06-27,CAT,1995100
2024-06-28,CAT,8891500
2024-07-01,CAT,2950200
2024-07-02,CAT,2119800
2024-07-03,CAT,1352200
2024-07-05,CAT,2280900
2024-07-08,CAT,1913400
2024-07-09,CAT,1896100
2024-07-10,CAT,2904400
2024-07-11,CAT,3016400
2024-07-12,CAT,2451300
2024-07-15,CAT,3394300
2024-07-16,CAT,4637000
2024-07-17,CAT,3061000
2024-07-18,CAT,3876300
2024-07-19,CAT,3462700
2024-07-22,CAT,2659600
2024-07-23,CAT,2027800
2024-07-24,CAT,2835800
2024-07-25,CAT,3291300
2024-07-26,CAT,1894900
2024-07-29,CAT,2190300
2024-07-30,CAT,1970800
2024-07-31,CAT,2568100
2024-08-01,CAT,3747900
2024-08-02,CAT,4246700
2024-08-05,CAT,4681300
2024-08-06,CAT,5071700
2024-08-07,CAT,3011700
2024-08-08,CAT,2268300
2024-08-09,CAT,1668100
2024-08-12,CAT,2127600
2024-08-13,CAT,1503800
2024-08-14,CAT,1610900
2024-08-15,CAT,3232600
2024-08-16,CAT,2483800
2024-08-19,CAT,2252600
2024-08-20,CAT,1479500
2024-08-21,CAT,1433200
2024-08-22,CAT,2021400
2024-08-23,CAT,2183900
2024-08-26,CAT,1718100
2024-08-27,CAT,1210800
2024-08-28,CAT,1514500
2024-08-29,CAT,1664500
2024-08-30,CAT,2974100
2024-09-03,CAT,3107200
2024-09-04,CAT,2782500
2024-09-05,CAT,2525500
2024-09-06,CAT,2676600
2024-09-09,CAT,2355800
2024-09-10,CAT,1869200
2024-09-11,CAT,1934700
2024-09-12,CAT,1747000
2024-09-13,CAT,2518600
2024-09-16,CAT,1648200
2024-09-17,CAT,2088400
2024-09-18,CAT,1990700
2024-09-19,CAT,4066600
2024-09-20,CAT,5440500
2024-09-23,CAT,2442700
2024-09-24,CAT,4024300
2024-09-25,CAT,2661500
2024-09-26,CAT,3906800
2024-09-27,CAT,2683700
2024-09-30,CAT,2251300
2024-10-01,CAT,2091400
2024-10-02,CAT,1767900
2024-10-03,CAT,1866100
2024-10-04,CAT,1675100
2024-10-07,CAT,2224500
2024-10-08,CAT,2438800
2024-10-09,CAT,1757900
2024-10-10,CAT,1331700
2024-10-11,CAT,2110400
2024-10-14,CAT,3006100
2024-10-15,CAT,2715100
2024-10-16,CAT,1551600
2024-10-17,CAT,1561500
2024-10-18,CAT,3024100
2024-10-21,CAT,2375900
2024-10-22,CAT,1523900
2024-10-23,CAT,1500900
2024-10-24,CAT,1844100
2024-10-25,CAT,1606800
2024-10-28,CAT,3213900
2024-10-29,CAT,2186400
2024-10-30,CAT,4037500
2024-10-31,CAT,2394500
2024-11-01,CAT,1633300
2024-11-04,CAT,1793600
2024-11-05,CAT,1724100
2024-11-06,CAT,4720000
2024-11-07,CAT,3211100
2024-11-08,CAT,3345900
2024-11-11,CAT,1858900
2024-11-12,CAT,1737100
2024-11-13,CAT,2001900
2024-11-14,CAT,1372500
2024-11-15,CAT,2165500
2024-11-18,CAT,1626200
2024-11-19,CAT,1793200
2024-11-20,CAT,1859600
2024-11-21,CAT,1833500
2024-11-22,CAT,1893000
2024-11-25,CAT,4398000
2024-11-26,CAT,1796600
2024-11-27,CAT,1371900
2024-11-29,CAT,1962100
2024-12-02,CAT,1548500
2024-12-03,CAT,1716200
2024-12-04,CAT,1193800
2024-12-05,CAT,1291400
2024-12-06,CAT,1331000
2024-12-09,CAT,1739800
2024-12-10,CAT,2251000
2024-12-11,CAT,1651600
2024-12-12,CAT,1804600
2024-12-13,CAT,2034800
2024-12-16,CAT,1311100
2024-12-17,CAT,2138700
2024-12-18,CAT,2820700
2024-12-19,CAT,2616700
2024-12-20,CAT,5142000
2024-12-23,CAT,1804900
2024-12-24,CAT,886000
2024-12-26,CAT,1097900
2024-12-27,CAT,1245800
2024-12-30,CAT,1422200
2024-12-31,CAT,1168100
2025-01-02,CAT,1802600
2025-01-03,CAT,1390800
2025-01-06,CAT,1590700
2025-01-07,CAT,1607400
2025-01-08,CAT,1828800
2025-01-10,CAT,2773900
2025-01-13,CAT,2746000
2025-01-14,CAT,2331700
2025-01-15,CAT,1984500
2025-01-16,CAT,1974700
2025-01-17,CAT,2605900
2025-01-21,CAT,3144500
2025-01-22,CAT,1994800
2025-01-23,CAT,2587400
2025-01-24,CAT,1938200
2025-01-27,CAT,2964400
2025-01-28,CAT,1788900
2025-01-29,CAT,2675800
2025-01-30,CAT,4234600
2025-01-31,CAT,2858000
2025-02-03,CAT,3079300
2025-02-04,CAT,2709800
2025-02-05,CAT,2134200
2025-02-06,CAT,3007000
2025-02-07,CAT,1804800
2025-02-10,CAT,1944400
2025-02-11,CAT,1516900
2025-02-12,CAT,2833100
2025-02-13,CAT,3547200
2025-02-14,CAT,2045300
2025-02-18,CAT,3120200
2025-02-19,CAT,2211000
2025-02-20,CAT,2174100
2025-02-21,CAT,3225200
2025-02-24,CAT,2513300
2025-02-25,CAT,3323500
2025-02-26,CAT,2397800
2025-02-27,CAT,1971000
2025-02-28,CAT,3210300
2025-03-03,CAT,2569700
2025-03-04,CAT,3500200
2025-03-05,CAT,3189100
2025-03-06,CAT,2234100
2025-03-07,CAT,3063800
2025-03-10,CAT,2809100
2025-03-11,CAT,3190900
2025-03-12,CAT,1816700
2025-03-13,CAT,2490300
2025-03-14,CAT,1936100
2025-03-17,CAT,1683800
2025-03-18,CAT,3310000
2025-03-19,CAT,2407200
2025-03-20,CAT,2782900
2025-03-21,CAT,6766100
2025-03-24,CAT,2277200
2025-03-25,CAT,1678000
2025-03-26,CAT,1703200
2025-03-27,CAT,1481100
2025-03-28,CAT,1965200
2025-03-31,CAT,2837500
2025-04-01,CAT,1955300
2025-04-02,CAT,1747600
2025-04-03,CAT,4638700
2025-04-04,CAT,7216800
2025-04-07,CAT,7824700
2025-04-08,CAT,4989000
2025-04-09,CAT,6457300
2025-04-10,CAT,4116800
2025-04-11,CAT,3197900
2025-04-14,CAT,2758400
2025-04-15,CAT,3611300
2025-04-16,CAT,3017200
2025-04-17,CAT,2717600
2025-04-21,CAT,2978300
2025-04-22,CAT,2231200
2025-04-23,CAT,2458300
2025-04-24,CAT,2874400
2025-04-25,CAT,2162400
2025-04-28,CAT,2189600
2025-04-29,CAT,2651000
2025-04-30,CAT,5124800
2025-05-01,CAT,2961000
2025-05-02,CAT,3765200
2025-05-05,CAT,1829100
2025-05-06,CAT,1724200
2025-05-07,CAT,1555500
2025-05-08,CAT,2553400
2025-05-09,CAT,1646200
2025-05-12,CAT,4592000
2025-05-13,CAT,4132500
2025-05-14,CAT,2052200
2025-05-15,CAT,1580400
2025-05-16,CAT,2561700
2025-05-19,CAT,2277700
2025-05-20,CAT,2266000
2025-05-21,CAT,2093400
2025-05-22,CAT,2174100
2025-05-23,CAT,1936600
2025-05-27,CAT,2240100
2025-05-28,CAT,1924400
2025-05-29,CAT,2290300
2025-05-30,CAT,4867100
2025-06-02,CAT,2552700
2025-06-03,CAT,2614300
2025-06-04,CAT,1616300
2025-06-05,CAT,1753300
2025-06-06,CAT,1608000
2025-06-09,CAT,2147100
2025-06-10,CAT,1894300
2025-06-11,CAT,2551700
2025-06-12,CAT,1571800
2025-06-13,CAT,1609600
2025-06-16,CAT,1579800
2025-06-17,CAT,1560100
2025-06-18,CAT,2000500
2025-06-20,CAT,6268300
2025-06-23,CAT,2927400
2025-06-24,CAT,3841800
2025-06-25,CAT,1737700
2025-06-26,CAT,2575100
2025-06-27,CAT,4455000
2025-06-30,CAT,2791400
2025-07-01,CAT,2393600
2025-07-02,CAT,2713700
2025-07-03,CAT,1737800
2025-07-07,CAT,3012900
2025-07-08,CAT,2003600
2025-07-09,CAT,3101000
2025-07-10,CAT,3382800
2025-07-11,CAT,2072600
2025-07-14,CAT,2497500
2025-07-15,CAT,2167000
2025-07-16,CAT,3242100
2025-07-17,CAT,2444700
2025-07-18,CAT,2526600
2025-07-21,CAT,1833300
2025-07-22,CAT,2185000
2025-07-23,CAT,3254900
2025-07-24,CAT,2511400
2025-07-25,CAT,2218400
2025-07-28,CAT,2550300
2025-07-29,CAT,2383700
2025-07-30,CAT,3172600
2025-07-31,CAT,4116400
2025-08-01,CAT,4027300
2025-08-04,CAT,4059500
2025-08-05,CAT,4329900
2025-08-06,CAT,2630800
2025-08-07,CAT,4261100
2025-08-08,CAT,2965200
2025-08-11,CAT,3416000
2025-08-12,CAT,2765100
2025-08-13,CAT,4403000
2025-08-14,CAT,3676000
2025-08-15,CAT,3107400
2025-08-18,CAT,3185200
2025-08-19,CAT,3543600
2025-08-20,CAT,4060200
2025-08-21,CAT,2504300
2025-08-22,CAT,3785100
2025-08-25,CAT,1857900
2025-08-26,CAT,2792200
2025-08-27,CAT,1970900
2025-08-28,CAT,1651700
2025-08-29,CAT,3673800
2025-09-02,CAT,2329500
2025-09-03,CAT,1496700
2025-09-04,CAT,1634600
2025-09-05,CAT,1843200
2025-09-08,CAT,1876700
2025-09-09,CAT,1710700
2025-09-10,CAT,2221000
2025-09-11,CAT,2737900
2025-09-12,CAT,2341800
2025-09-15,CAT,2255800
2025-09-16,CAT,2366300
2025-09-17,CAT,4512200
2025-09-18,CAT,4331900
2025-09-19,CAT,5069300
2025-09-22,CAT,3180000
2025-09-23,CAT,3856600
2025-09-24,CAT,2776700
2025-09-25,CAT,2979200
2025-09-26,CAT,2329000
2025-09-29,CAT,2892100
2025-09-30,CAT,2315300
2025-10-01,CAT,2964700
2025-10-02,CAT,2648600
2025-10-03,CAT,2996500
2025-10-06,CAT,2629200
2025-10-07,CAT,2135400
2025-10-08,CAT,3959400
2025-10-09,CAT,3113900
2025-10-10,CAT,3889100
2025-10-13,CAT,2618400
2025-10-14,CAT,5459800
2025-10-15,CAT,3447100
2025-10-16,CAT,3463100
2025-10-17,CAT,2814700
2025-10-20,CAT,2170800
2025-10-21,CAT,2259100
2025-10-22,CAT,4149000
2025-10-23,CAT,2619400
2025-10-24,CAT,2392000
2025-10-27,CAT,2493800
2025-10-28,CAT,2775400
2025-10-29,CAT,6948500
2025-10-30,CAT,2574800
2025-10-31,CAT,2974800
2025-11-03,CAT,2439400
2025-11-04,CAT,3440700
2025-11-05,CAT,2701300
2025-11-06,CAT,2245800
2025-11-07,CAT,2320100
2025-11-10,CAT,1829900
2025-11-11,CAT,1517400
2025-11-12,CAT,2645100
2025-11-13,CAT,3458700
2025-11-14,CAT,2764500
2025-11-17,CAT,1941100
2025-11-18,CAT,1918600
2025-11-19,CAT,1880900
2025-11-20,CAT,3195000
2025-11-21,CAT,2921600
2025-11-24,CAT,4653500
2025-11-25,CAT,3105100
2025-11-26,CAT,1995100
2025-11-28,CAT,1019500
2025-12-01,CAT,1764500
2025-12-02,CAT,2749500
2025-12-03,CAT,2545700
2025-12-04,CAT,2313600
2025-12-05,CAT,2177300
2025-12-08,CAT,1822500
2025-12-09,CAT,1755300
2025-12-10,CAT,2797900
2025-12-11,CAT,2779500
2025-12-12,CAT,4581100
2025-12-15,CAT,3968600
2025-12-16,CAT,2319400
2025-12-17,CAT,3753300
2025-12-18,CAT,2193000
2025-12-19,CAT,5355600
2025-12-22,CAT,2387700
2025-12-23,CAT,1731000
2025-12-24,CAT,947000
2025-12-26,CAT,954400
2025-12-29,CAT,2585700
2025-12-30,CAT,1216700
2025-12-31,CAT,1163900
2026-01-02,CAT,2761600
2026-01-05,CAT,3444800
2026-01-06,CAT,2706800
2026-01-07,CAT,3312400
2026-01-08,CAT,2075400
2026-01-09,CAT,1822000
2026-01-12,CAT,1856800
2026-01-13,CAT,1959100
2026-01-14,CAT,2105700
2026-01-15,CAT,2052800
2026-01-16,CAT,2554900
2026-01-20,CAT,2659000
2026-01-21,CAT,2490700
2026-01-22,CAT,1565700
2026-01-23,CAT,2267800
2026-01-26,CAT,2532900
2026-01-27,CAT,1827500
2026-01-28,CAT,2720700
2026-01-29,CAT,4441900
2026-01-30,CAT,3300100
2026-02-02,CAT,4450000
2026-02-03,CAT,3524700
2026-02-04,CAT,7146700
2026-02-05,CAT,2792800
2026-02-06,CAT,3359700
2026-02-09,CAT,2496800
2026-02-10,CAT,4008700
2026-02-11,CAT,3926300
2026-02-12,CAT,4893400
2026-02-13,CAT,3232800
2026-02-17,CAT,3450300
2026-02-18,CAT,2563700
2026-02-19,CAT,2908000
2026-02-20,CAT,2095100
2026-02-23,CAT,2289600
2026-02-24,CAT,2615300
2026-02-25,CAT,2606500
2026-02-26,CAT,3350900
2026-02-27,CAT,3441900
2026-03-02,CAT,2473100
2026-03-03,CAT,3332700
2026-03-04,CAT,2823700
2026-03-05,CAT,3713200
2026-03-06,CAT,3564400
2026-03-09,CAT,3584400
2026-03-10,CAT,3089100
2026-03-11,CAT,1947500
2026-03-12,CAT,3231800
2026-03-13,CAT,2042200
2026-03-16,CAT,2145500
2026-03-17,CAT,1824900
2026-03-18,CAT,1796200
2026-03-19,CAT,2240200
2026-03-20,CAT,5131100
2026-03-23,CAT,2980122
2021-02-23,JNJ,7042800
2021-02-24,JNJ,10286100
2021-02-25,JNJ,9719700
2021-02-26,JNJ,14417500
2021-03-01,JNJ,10551400
2021-03-02,JNJ,7610900
2021-03-03,JNJ,8499600
2021-03-04,JNJ,11033200
2021-03-05,JNJ,8331600
2021-03-08,JNJ,6546700
2021-03-09,JNJ,7461300
2021-03-10,JNJ,6635600
2021-03-11,JNJ,6305600
2021-03-12,JNJ,5474800
2021-03-15,JNJ,5524100
2021-03-16,JNJ,6369100
2021-03-17,JNJ,6001400
2021-03-18,JNJ,4801800
2021-03-19,JNJ,14891500
2021-03-22,JNJ,7544100
2021-03-23,JNJ,7178300
2021-03-24,JNJ,6370100
2021-03-25,JNJ,6269800
2021-03-26,JNJ,7619200
2021-03-29,JNJ,8535100
2021-03-30,JNJ,7236300
2021-03-31,JNJ,8281500
2021-04-01,JNJ,7229700
2021-04-05,JNJ,7387100
2021-04-06,JNJ,5074200
2021-04-07,JNJ,4608000
2021-04-08,JNJ,5039400
2021-04-09,JNJ,8418300
2021-04-12,JNJ,5022800
2021-04-13,JNJ,18424100
2021-04-14,JNJ,7718300
2021-04-15,JNJ,7524600
2021-04-16,JNJ,9049400
2021-04-19,JNJ,8353500
2021-04-20,JNJ,14050700
2021-04-21,JNJ,6333200
2021-04-22,JNJ,7233000
2021-04-23,JNJ,6015300
2021-04-26,JNJ,6027800
2021-04-27,JNJ,6217700
2021-04-28,JNJ,7448000
2021-04-29,JNJ,6394300
2021-04-30,JNJ,9079100
2021-05-03,JNJ,6594100
2021-05-04,JNJ,10179500
2021-05-05,JNJ,7792300
2021-05-06,JNJ,5529900
2021-05-07,JNJ,5316200
2021-05-10,JNJ,8357500
2021-05-11,JNJ,8217900
2021-05-12,JNJ,6758300
2021-05-13,JNJ,8018600
2021-05-14,JNJ,5797700
2021-05-17,JNJ,5722600
2021-05-18,JNJ,5846000
2021-05-19,JNJ,5533800
2021-05-20,JNJ,4853200
2021-05-21,JNJ,6501800
2021-05-24,JNJ,5195100
2021-05-25,JNJ,7444700
2021-05-26,JNJ,5726400
2021-05-27,JNJ,8114700
2021-05-28,JNJ,6400800
2021-06-01,JNJ,10448400
2021-06-02,JNJ,6806000
2021-06-03,JNJ,5808800
2021-06-04,JNJ,6510300
2021-06-07,JNJ,5362800
2021-06-08,JNJ,7746800
2021-06-09,JNJ,5552600
2021-06-10,JNJ,6463100
2021-06-11,JNJ,7389900
2021-06-14,JNJ,4931300
2021-06-15,JNJ,5062900
2021-06-16,JNJ,6988500
2021-06-17,JNJ,5874700
2021-06-18,JNJ,12993000
2021-06-21,JNJ,6592300
2021-06-22,JNJ,5627800
2021-06-23,JNJ,4493400
2021-06-24,JNJ,4549200
2021-06-25,JNJ,10963800
2021-06-28,JNJ,5604000
2021-06-29,JNJ,3749500
2021-06-30,JNJ,6151700
2021-07-01,JNJ,6320200
2021-07-02,JNJ,9059900
2021-07-06,JNJ,6098500
2021-07-07,JNJ,6293500
2021-07-08,JNJ,5755500
2021-07-09,JNJ,6120900
2021-07-12,JNJ,7840500
2021-07-13,JNJ,4691200
2021-07-14,JNJ,6162900
2021-07-15,JNJ,6656900
2021-07-16,JNJ,5834900
2021-07-19,JNJ,8219700
2021-07-20,JNJ,9902800
2021-07-21,JNJ,7585200
2021-07-22,JNJ,5281900
2021-07-23,JNJ,5014900
2021-07-26,JNJ,4484900
2021-07-27,JNJ,7089300
2021-07-28,JNJ,5750700
2021-07-29,JNJ,4214100
2021-07-30,JNJ,5346400
2021-08-02,JNJ,3721500
2021-08-03,JNJ,6033000
2021-08-04,JNJ,4793100
2021-08-05,JNJ,4291000
2021-08-06,JNJ,4581100
2021-08-09,JNJ,3950200
2021-08-10,JNJ,3678300
2021-08-11,JNJ,4221300
2021-08-12,JNJ,4300400
2021-08-13,JNJ,5882100
2021-08-16,JNJ,4782800
2021-08-17,JNJ,6041900
2021-08-18,JNJ,7134100
2021-08-19,JNJ,5615000
2021-08-20,JNJ,5428700
2021-08-23,JNJ,6461700
2021-08-24,JNJ,5734800
2021-08-25,JNJ,5700300
2021-08-26,JNJ,5031600
2021-08-27,JNJ,7046100
2021-08-30,JNJ,3252700
2021-08-31,JNJ,7106800
2021-09-01,JNJ,5327400
2021-09-02,JNJ,4544300
2021-09-03,JNJ,4096900
2021-09-07,JNJ,6859900
2021-09-08,JNJ,4661700
2021-09-09,JNJ,7114600
2021-09-10,JNJ,6699300
2021-09-13,JNJ,6273500
2021-09-14,JNJ,5259600
2021-09-15,JNJ,7935300
2021-09-16,JNJ,5665400
2021-09-17,JNJ,13419800
2021-09-20,JNJ,7270800
2021-09-21,JNJ,6663600
2021-09-22,JNJ,5657100
2021-09-23,JNJ,4697900
2021-09-24,JNJ,4399300
2021-09-27,JNJ,5775500
2021-09-28,JNJ,7610400
2021-09-29,JNJ,5124100
2021-09-30,JNJ,6972300
2021-10-01,JNJ,8568300
2021-10-04,JNJ,8620700
2021-10-05,JNJ,5129000
2021-10-06,JNJ,7312600
2021-10-07,JNJ,5309200
2021-10-08,JNJ,4343200
2021-10-11,JNJ,4101600
2021-10-12,JNJ,6686400
2021-10-13,JNJ,6901100
2021-10-14,JNJ,4579200
2021-10-15,JNJ,6918400
2021-10-18,JNJ,7465500
2021-10-19,JNJ,10081300
2021-10-20,JNJ,6003200
2021-10-21,JNJ,4524100
2021-10-22,JNJ,4304300
2021-10-25,JNJ,6715400
2021-10-26,JNJ,6939100
2021-10-27,JNJ,7018800
2021-10-28,JNJ,6278800
2021-10-29,JNJ,8526800
2021-11-01,JNJ,5846400
2021-11-02,JNJ,8450600
2021-11-03,JNJ,6717800
2021-11-04,JNJ,8224400
2021-11-05,JNJ,6215900
2021-11-08,JNJ,5578800
2021-11-09,JNJ,6112800
2021-11-10,JNJ,6225100
2021-11-11,JNJ,4118800
2021-11-12,JNJ,18995200
2021-11-15,JNJ,7496200
2021-11-16,JNJ,7594700
2021-11-17,JNJ,5414500
2021-11-18,JNJ,6358700
2021-11-19,JNJ,7620700
2021-11-22,JNJ,7634500
2021-11-23,JNJ,7734000
2021-11-24,JNJ,5230900
2021-11-26,JNJ,8523100
2021-11-29,JNJ,9188500
2021-11-30,JNJ,14981700
2021-12-01,JNJ,9835800
2021-12-02,JNJ,11334700
2021-12-03,JNJ,8750500
2021-12-06,JNJ,9692000
2021-12-07,JNJ,8311300
2021-12-08,JNJ,6216400
2021-12-09,JNJ,8574200
2021-12-10,JNJ,6572200
2021-12-13,JNJ,11142300
2021-12-14,JNJ,10482400
2021-12-15,JNJ,8552200
2021-12-16,JNJ,8998600
2021-12-17,JNJ,16726200
2021-12-20,JNJ,7954500
2021-12-21,JNJ,7954200
2021-12-22,JNJ,4178200
2021-12-23,JNJ,3501500
2021-12-27,JNJ,3704800
2021-12-28,JNJ,3187000
2021-12-29,JNJ,3662000
2021-12-30,JNJ,4231800
2021-12-31,JNJ,4409500
2022-01-03,JNJ,6012200
2022-01-04,JNJ,6748400
2022-01-05,JNJ,7016100
2022-01-06,JNJ,7301600
2022-01-07,JNJ,6986000
2022-01-10,JNJ,7698400
2022-01-11,JNJ,8341100
2022-01-12,JNJ,8116200
2022-01-13,JNJ,6159400
2022-01-14,JNJ,5847700
2022-01-18,JNJ,7815600
2022-01-19,JNJ,5926500
2022-01-20,JNJ,6011300
2022-01-21,JNJ,10550300
2022-01-24,JNJ,14054600
2022-01-25,JNJ,14081200
2022-01-26,JNJ,9963200
2022-01-27,JNJ,9066700
2022-01-28,JNJ,9783100
2022-01-31,JNJ,8054800
2022-02-01,JNJ,8154700
2022-02-02,JNJ,7382800
2022-02-03,JNJ,6240400
2022-02-04,JNJ,6392200
2022-02-07,JNJ,6065700
2022-02-08,JNJ,6296100
2022-02-09,JNJ,5387500
2022-02-10,JNJ,10355300
2022-02-11,JNJ,13125300
2022-02-14,JNJ,8967600
2022-02-15,JNJ,6631400
2022-02-16,JNJ,8482400
2022-02-17,JNJ,6227600
2022-02-18,JNJ,6423200
2022-02-22,JNJ,6868900
2022-02-23,JNJ,8016900
2022-02-24,JNJ,12883400
2022-02-25,JNJ,11340400
2022-02-28,JNJ,9373500
2022-03-01,JNJ,8737800
2022-03-02,JNJ,6793300
2022-03-03,JNJ,7333700
2022-03-04,JNJ,6302500
2022-03-07,JNJ,11663400
2022-03-08,JNJ,11100300
2022-03-09,JNJ,7248200
2022-03-10,JNJ,6171400
2022-03-11,JNJ,5188000
2022-03-14,JNJ,7729500
2022-03-15,JNJ,10554400
2022-03-16,JNJ,9603300
2022-03-17,JNJ,7472100
2022-03-18,JNJ,13809500
2022-03-21,JNJ,7574900
2022-03-22,JNJ,8442100
2022-03-23,JNJ,5254200
2022-03-24,JNJ,5012300
2022-03-25,JNJ,4809500
2022-03-28,JNJ,5604200
2022-03-29,JNJ,5933400
2022-03-30,JNJ,6277600
2022-03-31,JNJ,11490400
2022-04-01,JNJ,6525600
2022-04-04,JNJ,6860600
2022-04-05,JNJ,7446100
2022-04-06,JNJ,10330900
2022-04-07,JNJ,7385200
2022-04-08,JNJ,7144500
2022-04-11,JNJ,5932000
2022-04-12,JNJ,5957500
2022-04-13,JNJ,5643100
2022-04-14,JNJ,6188200
2022-04-18,JNJ,6318700
2022-04-19,JNJ,14380800
2022-04-20,JNJ,8044900
2022-04-21,JNJ,6969200
2022-04-22,JNJ,8003600
2022-04-25,JNJ,11176500
2022-04-26,JNJ,10190000
2022-04-27,JNJ,11090100
2022-04-28,JNJ,9403900
2022-04-29,JNJ,8463100
2022-05-02,JNJ,7145400
2022-05-03,JNJ,5898700
2022-05-04,JNJ,5923000
2022-05-05,JNJ,7089200
2022-05-06,JNJ,6434000
2022-05-09,JNJ,7855200
2022-05-10,JNJ,8186700
2022-05-11,JNJ,6138900
2022-05-12,JNJ,6898600
2022-05-13,JNJ,7732200
2022-05-16,JNJ,5516700
2022-05-17,JNJ,5751100
2022-05-18,JNJ,8608800
2022-05-19,JNJ,6874500
2022-05-20,JNJ,7522100
2022-05-23,JNJ,7040800
2022-05-24,JNJ,6419800
2022-05-25,JNJ,6558900
2022-05-26,JNJ,6897600
2022-05-27,JNJ,5853600
2022-05-31,JNJ,16391400
2022-06-01,JNJ,5175400
2022-06-02,JNJ,8666500
2022-06-03,JNJ,4234200
2022-06-06,JNJ,5386500
2022-06-07,JNJ,5447800
2022-06-08,JNJ,4333100
2022-06-09,JNJ,5509600
2022-06-10,JNJ,6647300
2022-06-13,JNJ,7997000
2022-06-14,JNJ,7116800
2022-06-15,JNJ,7796100
2022-06-16,JNJ,7056700
2022-06-17,JNJ,12486600
2022-06-21,JNJ,8219700
2022-06-22,JNJ,10593100
2022-06-23,JNJ,10223500
2022-06-24,JNJ,9374400
2022-06-27,JNJ,5908600
2022-06-28,JNJ,9245700
2022-06-29,JNJ,7097900
2022-06-30,JNJ,10777200
2022-07-01,JNJ,5498400
2022-07-05,JNJ,5676400
2022-07-06,JNJ,5335600
2022-07-07,JNJ,5725800
2022-07-08,JNJ,3828300
2022-07-11,JNJ,3645200
2022-07-12,JNJ,4708800
2022-07-13,JNJ,5291700
2022-07-14,JNJ,5359600
2022-07-15,JNJ,5691100
2022-07-18,JNJ,7605700
2022-07-19,JNJ,13256400
2022-07-20,JNJ,7455800
2022-07-21,JNJ,5729200
2022-07-22,JNJ,4257000
2022-07-25,JNJ,4437300
2022-07-26,JNJ,4525500
2022-07-27,JNJ,4648500
2022-07-28,JNJ,5513000
2022-07-29,JNJ,6451400
2022-08-01,JNJ,5461400
2022-08-02,JNJ,5794200
2022-08-03,JNJ,5010000
2022-08-04,JNJ,5651600
2022-08-05,JNJ,5235500
2022-08-08,JNJ,4629800
2022-08-09,JNJ,5532500
2022-08-10,JNJ,5603400
2022-08-11,JNJ,9328700
2022-08-12,JNJ,14606900
2022-08-15,JNJ,10072000
2022-08-16,JNJ,7453600
2022-08-17,JNJ,7406600
2022-08-18,JNJ,8312100
2022-08-19,JNJ,8128500
2022-08-22,JNJ,5462600
2022-08-23,JNJ,5566300
2022-08-24,JNJ,5684300
2022-08-25,JNJ,5678700
2022-08-26,JNJ,5667100
2022-08-29,JNJ,5259200
2022-08-30,JNJ,6973300
2022-08-31,JNJ,8741700
2022-09-01,JNJ,7509600
2022-09-02,JNJ,5803700
2022-09-06,JNJ,7394600
2022-09-07,JNJ,4590600
2022-09-08,JNJ,5838400
2022-09-09,JNJ,5500600
2022-09-12,JNJ,6365300
2022-09-13,JNJ,6726400
2022-09-14,JNJ,9555700
2022-09-15,JNJ,7174500
2022-09-16,JNJ,20201500
2022-09-19,JNJ,7380900
2022-09-20,JNJ,7143400
2022-09-21,JNJ,8071200
2022-09-22,JNJ,7401100
2022-09-23,JNJ,9598600
2022-09-26,JNJ,8735500
2022-09-27,JNJ,8686700
2022-09-28,JNJ,8660900
2022-09-29,JNJ,7008100
2022-09-30,JNJ,8985200
2022-10-03,JNJ,8657000
2022-10-04,JNJ,6236100
2022-10-05,JNJ,4539400
2022-10-06,JNJ,5890700
2022-10-07,JNJ,6363500
2022-10-10,JNJ,5315600
2022-10-11,JNJ,6212200
2022-10-12,JNJ,4341700
2022-10-13,JNJ,6465100
2022-10-14,JNJ,5684600
2022-10-17,JNJ,6710800
2022-10-18,JNJ,10883600
2022-10-19,JNJ,10044600
2022-10-20,JNJ,5659900
